BetterThanMed,WorseThanMed,Percentage,ProbOfMiss
7996,2679,74.9% - 25.1%,8.87
7997,2678,74.91% - 25.09%,8.86
7998,2677,74.92% - 25.08%,8.85
7999,2676,74.93% - 25.07%,8.84
8000,2675,74.94% - 25.06%,8.83
8001,2674,74.95% - 25.05%,8.83
8002,2673,74.96% - 25.04%,8.82
8003,2672,74.97% - 25.03%,8.81
8004,2671,74.98% - 25.02%,8.8
8005,2670,74.99% - 25.01%,8.8
8006,2669,75.0% - 25.0%,8.79
8007,2668,75.01% - 24.99%,8.78
8008,2667,75.02% - 24.98%,8.77
8009,2666,75.03% - 24.97%,8.77
8010,2665,75.04% - 24.96%,8.76
8011,2664,75.04% - 24.96%,8.75
8012,2663,75.05% - 24.95%,8.74
8013,2662,75.06% - 24.94%,8.73
8014,2661,75.07% - 24.93%,8.73
8015,2660,75.08% - 24.92%,8.72
8016,2659,75.09% - 24.91%,8.71
8017,2658,75.1% - 24.9%,8.7
8018,2657,75.11% - 24.89%,8.7
8019,2656,75.12% - 24.88%,8.69
8020,2655,75.13% - 24.87%,8.68
8021,2654,75.14% - 24.86%,8.67
8022,2653,75.15% - 24.85%,8.67
8023,2652,75.16% - 24.84%,8.66
8024,2651,75.17% - 24.83%,8.65
8025,2650,75.18% - 24.82%,8.64
8026,2649,75.19% - 24.81%,8.64
8027,2648,75.19% - 24.81%,8.63
8028,2647,75.2% - 24.8%,8.62
8029,2646,75.21% - 24.79%,8.61
8030,2645,75.22% - 24.78%,8.6
8031,2644,75.23% - 24.77%,8.6
8032,2643,75.24% - 24.76%,8.59
8033,2642,75.25% - 24.75%,8.58
8034,2641,75.26% - 24.74%,8.57
8035,2640,75.27% - 24.73%,8.57
8036,2639,75.28% - 24.72%,8.56
8037,2638,75.29% - 24.71%,8.55
8038,2637,75.3% - 24.7%,8.54
8039,2636,75.31% - 24.69%,8.54
8040,2635,75.32% - 24.68%,8.53
8041,2634,75.33% - 24.67%,8.52
8042,2633,75.33% - 24.67%,8.51
8043,2632,75.34% - 24.66%,8.51
8044,2631,75.35% - 24.65%,8.5
8045,2630,75.36% - 24.64%,8.49
8046,2629,75.37% - 24.63%,8.48
8047,2628,75.38% - 24.62%,8.48
8048,2627,75.39% - 24.61%,8.47
8049,2626,75.4% - 24.6%,8.46
8050,2625,75.41% - 24.59%,8.45
8051,2624,75.42% - 24.58%,8.45
8052,2623,75.43% - 24.57%,8.44
8053,2622,75.44% - 24.56%,8.43
8054,2621,75.45% - 24.55%,8.42
8055,2620,75.46% - 24.54%,8.41
8056,2619,75.47% - 24.53%,8.41
8057,2618,75.48% - 24.52%,8.4
8058,2617,75.48% - 24.52%,8.39
8059,2616,75.49% - 24.51%,8.38
8060,2615,75.5% - 24.5%,8.38
8061,2614,75.51% - 24.49%,8.37
8062,2613,75.52% - 24.48%,8.36
8063,2612,75.53% - 24.47%,8.35
8064,2611,75.54% - 24.46%,8.35
8065,2610,75.55% - 24.45%,8.34
8066,2609,75.56% - 24.44%,8.33
8067,2608,75.57% - 24.43%,8.32
8068,2607,75.58% - 24.42%,8.32
8069,2606,75.59% - 24.41%,8.31
8070,2605,75.6% - 24.4%,8.3
8071,2604,75.61% - 24.39%,8.29
8072,2603,75.62% - 24.38%,8.29
8073,2602,75.63% - 24.37%,8.28
8074,2601,75.63% - 24.37%,8.27
8075,2600,75.64% - 24.36%,8.26
8076,2599,75.65% - 24.35%,8.26
8077,2598,75.66% - 24.34%,8.25
8078,2597,75.67% - 24.33%,8.24
8079,2596,75.68% - 24.32%,8.23
8080,2595,75.69% - 24.31%,8.23
8081,2594,75.7% - 24.3%,8.22
8082,2593,75.71% - 24.29%,8.21
8083,2592,75.72% - 24.28%,8.2
8084,2591,75.73% - 24.27%,8.2
8085,2590,75.74% - 24.26%,8.19
8086,2589,75.75% - 24.25%,8.18
8087,2588,75.76% - 24.24%,8.17
8088,2587,75.77% - 24.23%,8.17
8089,2586,75.78% - 24.22%,8.16
8090,2585,75.78% - 24.22%,8.15
8091,2584,75.79% - 24.21%,8.15
8092,2583,75.8% - 24.2%,8.14
8093,2582,75.81% - 24.19%,8.13
8094,2581,75.82% - 24.18%,8.12
8095,2580,75.83% - 24.17%,8.12
8096,2579,75.84% - 24.16%,8.11
8097,2578,75.85% - 24.15%,8.1
8098,2577,75.86% - 24.14%,8.09
8099,2576,75.87% - 24.13%,8.09
8100,2575,75.88% - 24.12%,8.08
8101,2574,75.89% - 24.11%,8.07
8102,2573,75.9% - 24.1%,8.06
8103,2572,75.91% - 24.09%,8.06
8104,2571,75.92% - 24.08%,8.05
8105,2570,75.93% - 24.07%,8.04
8106,2569,75.93% - 24.07%,8.03
8107,2568,75.94% - 24.06%,8.03
8108,2567,75.95% - 24.05%,8.02
8109,2566,75.96% - 24.04%,8.01
8110,2565,75.97% - 24.03%,8.0
8111,2564,75.98% - 24.02%,8.0
8112,2563,75.99% - 24.01%,7.99
8113,2562,76.0% - 24.0%,7.98
8114,2561,76.01% - 23.99%,7.97
8115,2560,76.02% - 23.98%,7.97
8116,2559,76.03% - 23.97%,7.96
8117,2558,76.04% - 23.96%,7.95
8118,2557,76.05% - 23.95%,7.95
8119,2556,76.06% - 23.94%,7.94
8120,2555,76.07% - 23.93%,7.93
8121,2554,76.07% - 23.93%,7.92
8122,2553,76.08% - 23.92%,7.92
8123,2552,76.09% - 23.91%,7.91
8124,2551,76.1% - 23.9%,7.9
8125,2550,76.11% - 23.89%,7.89
8126,2549,76.12% - 23.88%,7.89
8127,2548,76.13% - 23.87%,7.88
8128,2547,76.14% - 23.86%,7.87
8129,2546,76.15% - 23.85%,7.86
8130,2545,76.16% - 23.84%,7.86
8131,2544,76.17% - 23.83%,7.85
8132,2543,76.18% - 23.82%,7.84
8133,2542,76.19% - 23.81%,7.83
8134,2541,76.2% - 23.8%,7.83
8135,2540,76.21% - 23.79%,7.82
8136,2539,76.22% - 23.78%,7.81
8137,2538,76.22% - 23.78%,7.81
8138,2537,76.23% - 23.77%,7.8
8139,2536,76.24% - 23.76%,7.79
8140,2535,76.25% - 23.75%,7.78
8141,2534,76.26% - 23.74%,7.78
8142,2533,76.27% - 23.73%,7.77
8143,2532,76.28% - 23.72%,7.76
8144,2531,76.29% - 23.71%,7.75
8145,2530,76.3% - 23.7%,7.75
8146,2529,76.31% - 23.69%,7.74
8147,2528,76.32% - 23.68%,7.73
8148,2527,76.33% - 23.67%,7.73
8149,2526,76.34% - 23.66%,7.72
8150,2525,76.35% - 23.65%,7.71
8151,2524,76.36% - 23.64%,7.7
8152,2523,76.37% - 23.63%,7.7
8153,2522,76.37% - 23.63%,7.69
8154,2521,76.38% - 23.62%,7.68
8155,2520,76.39% - 23.61%,7.67
8156,2519,76.4% - 23.6%,7.67
8157,2518,76.41% - 23.59%,7.66
8158,2517,76.42% - 23.58%,7.65
8159,2516,76.43% - 23.57%,7.65
8160,2515,76.44% - 23.56%,7.64
8161,2514,76.45% - 23.55%,7.63
8162,2513,76.46% - 23.54%,7.62
8163,2512,76.47% - 23.53%,7.62
8164,2511,76.48% - 23.52%,7.61
8165,2510,76.49% - 23.51%,7.6
8166,2509,76.5% - 23.5%,7.59
8167,2508,76.51% - 23.49%,7.59
8168,2507,76.52% - 23.48%,7.58
8169,2506,76.52% - 23.48%,7.57
8170,2505,76.53% - 23.47%,7.57
8171,2504,76.54% - 23.46%,7.56
8172,2503,76.55% - 23.45%,7.55
8173,2502,76.56% - 23.44%,7.54
8174,2501,76.57% - 23.43%,7.54
8175,2500,76.58% - 23.42%,7.53
8176,2499,76.59% - 23.41%,7.52
8177,2498,76.6% - 23.4%,7.52
8178,2497,76.61% - 23.39%,7.51
8179,2496,76.62% - 23.38%,7.5
8180,2495,76.63% - 23.37%,7.49
8181,2494,76.64% - 23.36%,7.49
8182,2493,76.65% - 23.35%,7.48
8183,2492,76.66% - 23.34%,7.47
8184,2491,76.67% - 23.33%,7.47
8185,2490,76.67% - 23.33%,7.46
8186,2489,76.68% - 23.32%,7.45
8187,2488,76.69% - 23.31%,7.44
8188,2487,76.7% - 23.3%,7.44
8189,2486,76.71% - 23.29%,7.43
8190,2485,76.72% - 23.28%,7.42
8191,2484,76.73% - 23.27%,7.42
8192,2483,76.74% - 23.26%,7.41
8193,2482,76.75% - 23.25%,7.4
8194,2481,76.76% - 23.24%,7.39
8195,2480,76.77% - 23.23%,7.39
8196,2479,76.78% - 23.22%,7.38
8197,2478,76.79% - 23.21%,7.37
8198,2477,76.8% - 23.2%,7.37
8199,2476,76.81% - 23.19%,7.36
8200,2475,76.81% - 23.19%,7.35
8201,2474,76.82% - 23.18%,7.34
8202,2473,76.83% - 23.17%,7.34
8203,2472,76.84% - 23.16%,7.33
8204,2471,76.85% - 23.15%,7.32
8205,2470,76.86% - 23.14%,7.32
8206,2469,76.87% - 23.13%,7.31
8207,2468,76.88% - 23.12%,7.3
8208,2467,76.89% - 23.11%,7.29
8209,2466,76.9% - 23.1%,7.29
8210,2465,76.91% - 23.09%,7.28
8211,2464,76.92% - 23.08%,7.27
8212,2463,76.93% - 23.07%,7.27
8213,2462,76.94% - 23.06%,7.26
8214,2461,76.95% - 23.05%,7.25
8215,2460,76.96% - 23.04%,7.24
8216,2459,76.96% - 23.04%,7.24
8217,2458,76.97% - 23.03%,7.23
8218,2457,76.98% - 23.02%,7.22
8219,2456,76.99% - 23.01%,7.22
8220,2455,77.0% - 23.0%,7.21
8221,2454,77.01% - 22.99%,7.2
8222,2453,77.02% - 22.98%,7.2
8223,2452,77.03% - 22.97%,7.19
8224,2451,77.04% - 22.96%,7.18
8225,2450,77.05% - 22.95%,7.17
8226,2449,77.06% - 22.94%,7.17
8227,2448,77.07% - 22.93%,7.16
8228,2447,77.08% - 22.92%,7.15
8229,2446,77.09% - 22.91%,7.15
8230,2445,77.1% - 22.9%,7.14
8231,2444,77.11% - 22.89%,7.13
8232,2443,77.11% - 22.89%,7.12
8233,2442,77.12% - 22.88%,7.12
8234,2441,77.13% - 22.87%,7.11
8235,2440,77.14% - 22.86%,7.1
8236,2439,77.15% - 22.85%,7.1
8237,2438,77.16% - 22.84%,7.09
8238,2437,77.17% - 22.83%,7.08
8239,2436,77.18% - 22.82%,7.08
8240,2435,77.19% - 22.81%,7.07
8241,2434,77.2% - 22.8%,7.06
8242,2433,77.21% - 22.79%,7.05
8243,2432,77.22% - 22.78%,7.05
8244,2431,77.23% - 22.77%,7.04
8245,2430,77.24% - 22.76%,7.03
8246,2429,77.25% - 22.75%,7.03
8247,2428,77.26% - 22.74%,7.02
8248,2427,77.26% - 22.74%,7.01
8249,2426,77.27% - 22.73%,7.01
8250,2425,77.28% - 22.72%,7.0
8251,2424,77.29% - 22.71%,6.99
8252,2423,77.3% - 22.7%,6.98
8253,2422,77.31% - 22.69%,6.98
8254,2421,77.32% - 22.68%,6.97
8255,2420,77.33% - 22.67%,6.96
8256,2419,77.34% - 22.66%,6.96
8257,2418,77.35% - 22.65%,6.95
8258,2417,77.36% - 22.64%,6.94
8259,2416,77.37% - 22.63%,6.94
8260,2415,77.38% - 22.62%,6.93
8261,2414,77.39% - 22.61%,6.92
8262,2413,77.4% - 22.6%,6.92
8263,2412,77.41% - 22.59%,6.91
8264,2411,77.41% - 22.59%,6.9
8265,2410,77.42% - 22.58%,6.89
8266,2409,77.43% - 22.57%,6.89
8267,2408,77.44% - 22.56%,6.88
8268,2407,77.45% - 22.55%,6.87
8269,2406,77.46% - 22.54%,6.87
8270,2405,77.47% - 22.53%,6.86
8271,2404,77.48% - 22.52%,6.85
8272,2403,77.49% - 22.51%,6.85
8273,2402,77.5% - 22.5%,6.84
8274,2401,77.51% - 22.49%,6.83
8275,2400,77.52% - 22.48%,6.83
8276,2399,77.53% - 22.47%,6.82
8277,2398,77.54% - 22.46%,6.81
8278,2397,77.55% - 22.45%,6.8
8279,2396,77.56% - 22.44%,6.8
8280,2395,77.56% - 22.44%,6.79
8281,2394,77.57% - 22.43%,6.78
8282,2393,77.58% - 22.42%,6.78
8283,2392,77.59% - 22.41%,6.77
8284,2391,77.6% - 22.4%,6.76
8285,2390,77.61% - 22.39%,6.76
8286,2389,77.62% - 22.38%,6.75
8287,2388,77.63% - 22.37%,6.74
8288,2387,77.64% - 22.36%,6.74
8289,2386,77.65% - 22.35%,6.73
8290,2385,77.66% - 22.34%,6.72
8291,2384,77.67% - 22.33%,6.72
8292,2383,77.68% - 22.32%,6.71
8293,2382,77.69% - 22.31%,6.7
8294,2381,77.7% - 22.3%,6.7
8295,2380,77.7% - 22.3%,6.69
8296,2379,77.71% - 22.29%,6.68
8297,2378,77.72% - 22.28%,6.67
8298,2377,77.73% - 22.27%,6.67
8299,2376,77.74% - 22.26%,6.66
8300,2375,77.75% - 22.25%,6.65
8301,2374,77.76% - 22.24%,6.65
8302,2373,77.77% - 22.23%,6.64
8303,2372,77.78% - 22.22%,6.63
8304,2371,77.79% - 22.21%,6.63
8305,2370,77.8% - 22.2%,6.62
8306,2369,77.81% - 22.19%,6.61
8307,2368,77.82% - 22.18%,6.61
8308,2367,77.83% - 22.17%,6.6
8309,2366,77.84% - 22.16%,6.59
8310,2365,77.85% - 22.15%,6.59
8311,2364,77.85% - 22.15%,6.58
8312,2363,77.86% - 22.14%,6.57
8313,2362,77.87% - 22.13%,6.57
8314,2361,77.88% - 22.12%,6.56
8315,2360,77.89% - 22.11%,6.55
8316,2359,77.9% - 22.1%,6.55
8317,2358,77.91% - 22.09%,6.54
8318,2357,77.92% - 22.08%,6.53
8319,2356,77.93% - 22.07%,6.53
8320,2355,77.94% - 22.06%,6.52
8321,2354,77.95% - 22.05%,6.51
8322,2353,77.96% - 22.04%,6.51
8323,2352,77.97% - 22.03%,6.5
8324,2351,77.98% - 22.02%,6.49
8325,2350,77.99% - 22.01%,6.49
8326,2349,78.0% - 22.0%,6.48
8327,2348,78.0% - 22.0%,6.47
8328,2347,78.01% - 21.99%,6.47
8329,2346,78.02% - 21.98%,6.46
8330,2345,78.03% - 21.97%,6.45
8331,2344,78.04% - 21.96%,6.45
8332,2343,78.05% - 21.95%,6.44
8333,2342,78.06% - 21.94%,6.43
8334,2341,78.07% - 21.93%,6.42
8335,2340,78.08% - 21.92%,6.42
8336,2339,78.09% - 21.91%,6.41
8337,2338,78.1% - 21.9%,6.4
8338,2337,78.11% - 21.89%,6.4
8339,2336,78.12% - 21.88%,6.39
8340,2335,78.13% - 21.87%,6.38
8341,2334,78.14% - 21.86%,6.38
8342,2333,78.15% - 21.85%,6.37
8343,2332,78.15% - 21.85%,6.36
8344,2331,78.16% - 21.84%,6.36
8345,2330,78.17% - 21.83%,6.35
8346,2329,78.18% - 21.82%,6.34
8347,2328,78.19% - 21.81%,6.34
8348,2327,78.2% - 21.8%,6.33
8349,2326,78.21% - 21.79%,6.32
8350,2325,78.22% - 21.78%,6.32
8351,2324,78.23% - 21.77%,6.31
8352,2323,78.24% - 21.76%,6.3
8353,2322,78.25% - 21.75%,6.3
8354,2321,78.26% - 21.74%,6.29
8355,2320,78.27% - 21.73%,6.29
8356,2319,78.28% - 21.72%,6.28
8357,2318,78.29% - 21.71%,6.27
8358,2317,78.3% - 21.7%,6.27
8359,2316,78.3% - 21.7%,6.26
8360,2315,78.31% - 21.69%,6.25
8361,2314,78.32% - 21.68%,6.25
8362,2313,78.33% - 21.67%,6.24
8363,2312,78.34% - 21.66%,6.23
8364,2311,78.35% - 21.65%,6.23
8365,2310,78.36% - 21.64%,6.22
8366,2309,78.37% - 21.63%,6.21
8367,2308,78.38% - 21.62%,6.21
8368,2307,78.39% - 21.61%,6.2
8369,2306,78.4% - 21.6%,6.19
8370,2305,78.41% - 21.59%,6.19
8371,2304,78.42% - 21.58%,6.18
8372,2303,78.43% - 21.57%,6.17
8373,2302,78.44% - 21.56%,6.17
8374,2301,78.44% - 21.56%,6.16
8375,2300,78.45% - 21.55%,6.15
8376,2299,78.46% - 21.54%,6.15
8377,2298,78.47% - 21.53%,6.14
8378,2297,78.48% - 21.52%,6.13
8379,2296,78.49% - 21.51%,6.13
8380,2295,78.5% - 21.5%,6.12
8381,2294,78.51% - 21.49%,6.11
8382,2293,78.52% - 21.48%,6.11
8383,2292,78.53% - 21.47%,6.1
8384,2291,78.54% - 21.46%,6.09
8385,2290,78.55% - 21.45%,6.09
8386,2289,78.56% - 21.44%,6.08
8387,2288,78.57% - 21.43%,6.07
8388,2287,78.58% - 21.42%,6.07
8389,2286,78.59% - 21.41%,6.06
8390,2285,78.59% - 21.41%,6.06
8391,2284,78.6% - 21.4%,6.05
8392,2283,78.61% - 21.39%,6.04
8393,2282,78.62% - 21.38%,6.04
8394,2281,78.63% - 21.37%,6.03
8395,2280,78.64% - 21.36%,6.02
8396,2279,78.65% - 21.35%,6.02
8397,2278,78.66% - 21.34%,6.01
8398,2277,78.67% - 21.33%,6.0
8399,2276,78.68% - 21.32%,6.0
8400,2275,78.69% - 21.31%,5.99
8401,2274,78.7% - 21.3%,5.98
8402,2273,78.71% - 21.29%,5.98
8403,2272,78.72% - 21.28%,5.97
8404,2271,78.73% - 21.27%,5.96
8405,2270,78.74% - 21.26%,5.96
8406,2269,78.74% - 21.26%,5.95
8407,2268,78.75% - 21.25%,5.95
8408,2267,78.76% - 21.24%,5.94
8409,2266,78.77% - 21.23%,5.93
8410,2265,78.78% - 21.22%,5.93
8411,2264,78.79% - 21.21%,5.92
8412,2263,78.8% - 21.2%,5.91
8413,2262,78.81% - 21.19%,5.91
8414,2261,78.82% - 21.18%,5.9
8415,2260,78.83% - 21.17%,5.89
8416,2259,78.84% - 21.16%,5.89
8417,2258,78.85% - 21.15%,5.88
8418,2257,78.86% - 21.14%,5.87
8419,2256,78.87% - 21.13%,5.87
8420,2255,78.88% - 21.12%,5.86
8421,2254,78.89% - 21.11%,5.85
8422,2253,78.89% - 21.11%,5.85
8423,2252,78.9% - 21.1%,5.84
8424,2251,78.91% - 21.09%,5.84
8425,2250,78.92% - 21.08%,5.83
8426,2249,78.93% - 21.07%,5.82
8427,2248,78.94% - 21.06%,5.82
8428,2247,78.95% - 21.05%,5.81
8429,2246,78.96% - 21.04%,5.8
8430,2245,78.97% - 21.03%,5.8
8431,2244,78.98% - 21.02%,5.79
8432,2243,78.99% - 21.01%,5.78
8433,2242,79.0% - 21.0%,5.78
8434,2241,79.01% - 20.99%,5.77
8435,2240,79.02% - 20.98%,5.77
8436,2239,79.03% - 20.97%,5.76
8437,2238,79.04% - 20.96%,5.75
8438,2237,79.04% - 20.96%,5.75
8439,2236,79.05% - 20.95%,5.74
8440,2235,79.06% - 20.94%,5.73
8441,2234,79.07% - 20.93%,5.73
8442,2233,79.08% - 20.92%,5.72
8443,2232,79.09% - 20.91%,5.71
8444,2231,79.1% - 20.9%,5.71
8445,2230,79.11% - 20.89%,5.7
8446,2229,79.12% - 20.88%,5.7
8447,2228,79.13% - 20.87%,5.69
8448,2227,79.14% - 20.86%,5.68
8449,2226,79.15% - 20.85%,5.68
8450,2225,79.16% - 20.84%,5.67
8451,2224,79.17% - 20.83%,5.66
8452,2223,79.18% - 20.82%,5.66
8453,2222,79.19% - 20.81%,5.65
8454,2221,79.19% - 20.81%,5.65
8455,2220,79.2% - 20.8%,5.64
8456,2219,79.21% - 20.79%,5.63
8457,2218,79.22% - 20.78%,5.63
8458,2217,79.23% - 20.77%,5.62
8459,2216,79.24% - 20.76%,5.61
8460,2215,79.25% - 20.75%,5.61
8461,2214,79.26% - 20.74%,5.6
8462,2213,79.27% - 20.73%,5.6
8463,2212,79.28% - 20.72%,5.59
8464,2211,79.29% - 20.71%,5.58
8465,2210,79.3% - 20.7%,5.58
8466,2209,79.31% - 20.69%,5.57
8467,2208,79.32% - 20.68%,5.56
8468,2207,79.33% - 20.67%,5.56
8469,2206,79.33% - 20.67%,5.55
8470,2205,79.34% - 20.66%,5.55
8471,2204,79.35% - 20.65%,5.54
8472,2203,79.36% - 20.64%,5.53
8473,2202,79.37% - 20.63%,5.53
8474,2201,79.38% - 20.62%,5.52
8475,2200,79.39% - 20.61%,5.51
8476,2199,79.4% - 20.6%,5.51
8477,2198,79.41% - 20.59%,5.5
8478,2197,79.42% - 20.58%,5.5
8479,2196,79.43% - 20.57%,5.49
8480,2195,79.44% - 20.56%,5.48
8481,2194,79.45% - 20.55%,5.48
8482,2193,79.46% - 20.54%,5.47
8483,2192,79.47% - 20.53%,5.46
8484,2191,79.48% - 20.52%,5.46
8485,2190,79.48% - 20.52%,5.45
8486,2189,79.49% - 20.51%,5.45
8487,2188,79.5% - 20.5%,5.44
8488,2187,79.51% - 20.49%,5.43
8489,2186,79.52% - 20.48%,5.43
8490,2185,79.53% - 20.47%,5.42
8491,2184,79.54% - 20.46%,5.41
8492,2183,79.55% - 20.45%,5.41
8493,2182,79.56% - 20.44%,5.4
8494,2181,79.57% - 20.43%,5.4
8495,2180,79.58% - 20.42%,5.39
8496,2179,79.59% - 20.41%,5.38
8497,2178,79.6% - 20.4%,5.38
8498,2177,79.61% - 20.39%,5.37
8499,2176,79.62% - 20.38%,5.37
8500,2175,79.63% - 20.37%,5.36
8501,2174,79.63% - 20.37%,5.35
8502,2173,79.64% - 20.36%,5.35
8503,2172,79.65% - 20.35%,5.34
8504,2171,79.66% - 20.34%,5.34
8505,2170,79.67% - 20.33%,5.33
8506,2169,79.68% - 20.32%,5.32
8507,2168,79.69% - 20.31%,5.32
8508,2167,79.7% - 20.3%,5.31
8509,2166,79.71% - 20.29%,5.3
8510,2165,79.72% - 20.28%,5.3
8511,2164,79.73% - 20.27%,5.29
8512,2163,79.74% - 20.26%,5.29
8513,2162,79.75% - 20.25%,5.28
8514,2161,79.76% - 20.24%,5.27
8515,2160,79.77% - 20.23%,5.27
8516,2159,79.78% - 20.22%,5.26
8517,2158,79.78% - 20.22%,5.26
8518,2157,79.79% - 20.21%,5.25
8519,2156,79.8% - 20.2%,5.24
8520,2155,79.81% - 20.19%,5.24
8521,2154,79.82% - 20.18%,5.23
8522,2153,79.83% - 20.17%,5.23
8523,2152,79.84% - 20.16%,5.22
8524,2151,79.85% - 20.15%,5.21
8525,2150,79.86% - 20.14%,5.21
8526,2149,79.87% - 20.13%,5.2
8527,2148,79.88% - 20.12%,5.2
8528,2147,79.89% - 20.11%,5.19
8529,2146,79.9% - 20.1%,5.18
8530,2145,79.91% - 20.09%,5.18
8531,2144,79.92% - 20.08%,5.17
8532,2143,79.93% - 20.07%,5.17
8533,2142,79.93% - 20.07%,5.16
8534,2141,79.94% - 20.06%,5.15
8535,2140,79.95% - 20.05%,5.15
8536,2139,79.96% - 20.04%,5.14
8537,2138,79.97% - 20.03%,5.14
8538,2137,79.98% - 20.02%,5.13
8539,2136,79.99% - 20.01%,5.12
8540,2135,80.0% - 20.0%,5.12
8541,2134,80.01% - 19.99%,5.11
8542,2133,80.02% - 19.98%,5.11
8543,2132,80.03% - 19.97%,5.1
8544,2131,80.04% - 19.96%,5.09
8545,2130,80.05% - 19.95%,5.09
8546,2129,80.06% - 19.94%,5.08
8547,2128,80.07% - 19.93%,5.08
8548,2127,80.07% - 19.93%,5.07
8549,2126,80.08% - 19.92%,5.06
8550,2125,80.09% - 19.91%,5.06
8551,2124,80.1% - 19.9%,5.05
8552,2123,80.11% - 19.89%,5.05
8553,2122,80.12% - 19.88%,5.04
8554,2121,80.13% - 19.87%,5.03
8555,2120,80.14% - 19.86%,5.03
8556,2119,80.15% - 19.85%,5.02
8557,2118,80.16% - 19.84%,5.02
8558,2117,80.17% - 19.83%,5.01
8559,2116,80.18% - 19.82%,5.0
8560,2115,80.19% - 19.81%,5.0
8561,2114,80.2% - 19.8%,4.99
8562,2113,80.21% - 19.79%,4.99
8563,2112,80.22% - 19.78%,4.98
8564,2111,80.22% - 19.78%,4.97
8565,2110,80.23% - 19.77%,4.97
8566,2109,80.24% - 19.76%,4.96
8567,2108,80.25% - 19.75%,4.96
8568,2107,80.26% - 19.74%,4.95
8569,2106,80.27% - 19.73%,4.94
8570,2105,80.28% - 19.72%,4.94
8571,2104,80.29% - 19.71%,4.93
8572,2103,80.3% - 19.7%,4.93
8573,2102,80.31% - 19.69%,4.92
8574,2101,80.32% - 19.68%,4.92
8575,2100,80.33% - 19.67%,4.91
8576,2099,80.34% - 19.66%,4.9
8577,2098,80.35% - 19.65%,4.9
8578,2097,80.36% - 19.64%,4.89
8579,2096,80.37% - 19.63%,4.89
8580,2095,80.37% - 19.63%,4.88
8581,2094,80.38% - 19.62%,4.87
8582,2093,80.39% - 19.61%,4.87
8583,2092,80.4% - 19.6%,4.86
8584,2091,80.41% - 19.59%,4.86
8585,2090,80.42% - 19.58%,4.85
8586,2089,80.43% - 19.57%,4.84
8587,2088,80.44% - 19.56%,4.84
8588,2087,80.45% - 19.55%,4.83
8589,2086,80.46% - 19.54%,4.83
8590,2085,80.47% - 19.53%,4.82
8591,2084,80.48% - 19.52%,4.82
8592,2083,80.49% - 19.51%,4.81
8593,2082,80.5% - 19.5%,4.8
8594,2081,80.51% - 19.49%,4.8
8595,2080,80.52% - 19.48%,4.79
8596,2079,80.52% - 19.48%,4.79
8597,2078,80.53% - 19.47%,4.78
8598,2077,80.54% - 19.46%,4.78
8599,2076,80.55% - 19.45%,4.77
8600,2075,80.56% - 19.44%,4.76
8601,2074,80.57% - 19.43%,4.76
8602,2073,80.58% - 19.42%,4.75
8603,2072,80.59% - 19.41%,4.75
8604,2071,80.6% - 19.4%,4.74
8605,2070,80.61% - 19.39%,4.73
8606,2069,80.62% - 19.38%,4.73
8607,2068,80.63% - 19.37%,4.72
8608,2067,80.64% - 19.36%,4.72
8609,2066,80.65% - 19.35%,4.71
8610,2065,80.66% - 19.34%,4.71
8611,2064,80.67% - 19.33%,4.7
8612,2063,80.67% - 19.33%,4.69
8613,2062,80.68% - 19.32%,4.69
8614,2061,80.69% - 19.31%,4.68
8615,2060,80.7% - 19.3%,4.68
8616,2059,80.71% - 19.29%,4.67
8617,2058,80.72% - 19.28%,4.67
8618,2057,80.73% - 19.27%,4.66
8619,2056,80.74% - 19.26%,4.65
8620,2055,80.75% - 19.25%,4.65
8621,2054,80.76% - 19.24%,4.64
8622,2053,80.77% - 19.23%,4.64
8623,2052,80.78% - 19.22%,4.63
8624,2051,80.79% - 19.21%,4.63
8625,2050,80.8% - 19.2%,4.62
8626,2049,80.81% - 19.19%,4.61
8627,2048,80.81% - 19.19%,4.61
8628,2047,80.82% - 19.18%,4.6
8629,2046,80.83% - 19.17%,4.6
8630,2045,80.84% - 19.16%,4.59
8631,2044,80.85% - 19.15%,4.59
8632,2043,80.86% - 19.14%,4.58
8633,2042,80.87% - 19.13%,4.57
8634,2041,80.88% - 19.12%,4.57
8635,2040,80.89% - 19.11%,4.56
8636,2039,80.9% - 19.1%,4.56
8637,2038,80.91% - 19.09%,4.55
8638,2037,80.92% - 19.08%,4.55
8639,2036,80.93% - 19.07%,4.54
8640,2035,80.94% - 19.06%,4.54
8641,2034,80.95% - 19.05%,4.53
8642,2033,80.96% - 19.04%,4.52
8643,2032,80.96% - 19.04%,4.52
8644,2031,80.97% - 19.03%,4.51
8645,2030,80.98% - 19.02%,4.51
8646,2029,80.99% - 19.01%,4.5
8647,2028,81.0% - 19.0%,4.5
8648,2027,81.01% - 18.99%,4.49
8649,2026,81.02% - 18.98%,4.48
8650,2025,81.03% - 18.97%,4.48
8651,2024,81.04% - 18.96%,4.47
8652,2023,81.05% - 18.95%,4.47
8653,2022,81.06% - 18.94%,4.46
8654,2021,81.07% - 18.93%,4.46
8655,2020,81.08% - 18.92%,4.45
8656,2019,81.09% - 18.91%,4.45
8657,2018,81.1% - 18.9%,4.44
8658,2017,81.11% - 18.89%,4.43
8659,2016,81.11% - 18.89%,4.43
8660,2015,81.12% - 18.88%,4.42
